영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드,라그로타_아메리카노,라그로타_알리오 에 올리오,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지,미라시아_브런치 4인 패키지,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_03+2일,3.7901404,66.00359,3.0531824,1.5423442,1.0051903,17.745687,3.8573542,1.0409762,1.541191,0.9774397,1.0182748,2.7780097,9.678384,1.3955511,48.528324,1.0720243,1.1182824,49.585648,20.330038,2.2289894,1.0056986,2.1868944,43.560272,34.930164,18.93067,23.70714,12.92426,5.1815186,5.995272,3.3991535,1.3418512,1.2187146,1.3296877,3.6279545,34.294674,7.6713977,1.7495823,24.10347,21.704355,1.0893856,2.2643013,1.4379369,1.4034497,1.2177888,1.0210938,2.8662996,1.028032,2.0139687,12.656964,1.104623,5.1661625,1.0312252,2.1222699,1.1286434,1.97255,1.2298145,1.8125807,0.9942181,3.016545,9.015772,12.502254,16.080702,13.012795,2.3389454,1.0274097,1.4744257,3.3560543,1.0112768,2.4194238,2.304125,1.2180988,1.0511936,4.710811,2.2456856,1.0185671,2.9526455,1.2964824,4.3276443,1.9215091,1.5399593,1.7962079,1.9528375,2.2793412,1.9435123,2.321843,2.4755142,3.8646157,6.399195,91.61033,3.0761576,5.1869526,1.0372664,1.5796417,1.1518999,1.034679,17.111227,4.4873567,1.6299719,1.0418882,6.5714803,1.0485985,15.270031,136.94331,15.037282,3.4717438,2.8255637,1.0422841,3.7096927,1.019647,1.5276388,1.2342191,1.1142298,0.9753864,2.150584,1.4292927,2.6515648,1.0839437,1.1750011,2.963149,1.7769164,56.095234,83.70371,7.533671,2.2458858,5.5565743,4.4553237,1.0158018,16.52584,2.4984553,3.4054563,25.964392,1.9755608,0.9215738,4.9896126,3.6532123,1.4599429,4.1214204,2.4381223,3.3326035,2.3408792,1.7536546,8.84014,6.7867546,6.197136,2.3348606,5.144961,1.1643697,7.919409,17.102875,6.7588115,4.1621156,2.1771996,1.9966015,2.6577404,140.51051,48.30199,115.68691,56.538055,89.75464,94.70689,86.67587,574.4989,108.0035,81.909836,118.42544,33.80231,115.89667
TEST_03+3일,4.7083898,34.242702,3.2673366,1.3858305,1.0067834,13.11557,4.407643,1.0302399,1.5951036,0.98276883,1.0148069,2.662584,7.8663163,1.4918417,40.95224,1.0789758,1.1468209,36.71028,14.525822,2.308625,1.0128345,2.2797291,42.00172,36.334965,25.090895,50.14748,12.386624,4.9584756,5.0861187,3.6313305,1.379893,1.292132,1.4640622,3.3805115,31.596117,7.487459,2.020499,23.660227,20.54284,1.1486969,2.6676815,1.6067721,1.484644,1.3443589,1.0346041,2.946003,1.0555388,2.0367565,12.397529,1.0671718,5.4588666,1.067275,2.04707,1.1332566,2.0329025,1.2547597,1.8595971,0.9918747,2.649266,7.794792,11.242184,16.264359,11.338216,2.4329002,1.0532042,1.4801196,3.519498,1.0138997,2.514409,2.4596584,1.1940635,1.038662,5.395144,2.5834239,1.0055162,3.133775,1.2957085,4.7347393,1.919685,1.6702248,1.8363737,2.0534074,2.296655,2.1266096,2.4676154,2.727172,4.0651,6.8310943,82.20247,2.724496,4.5821114,1.0147762,1.4401516,1.1312877,1.0208298,16.357994,3.6351788,1.422609,1.0085624,3.8375015,1.028654,13.8108015,97.83407,6.703011,3.1576815,2.7702806,1.0156898,3.510896,1.008308,1.3547395,1.1545547,1.076069,0.97343177,2.0569994,1.3785486,2.483637,1.0243763,1.167288,2.7294347,1.9315739,65.455826,94.22065,7.4752173,2.2807724,5.335884,4.9352856,0.96411437,15.895264,2.8864229,3.827256,24.772581,1.633254,0.9578094,6.2201138,2.9956884,1.4350052,4.32581,2.329869,3.3779812,2.5733178,1.8494002,8.660369,5.556433,5.521112,2.0797834,3.9701722,1.0914553,7.533756,16.165527,4.9343395,3.5351207,1.6342384,1.6290067,2.2356708,141.11205,47.34943,114.71472,55.244366,93.74274,92.94422,88.31763,600.8628,108.8998,85.03953,120.859535,34.683453,113.26885
TEST_03+4일,4.3124356,58.742535,3.245517,1.3437034,0.9930399,14.20526,3.9405315,1.0180898,1.6502647,0.9814442,1.0095526,2.6286955,8.149288,1.4178867,46.228638,1.0732366,1.1618317,44.123913,17.59722,2.200833,1.0137373,2.565372,43.035656,27.295477,23.804993,32.48884,11.9433775,4.4988327,4.5528264,3.6444652,1.357241,1.2113413,1.4499229,3.2182379,31.701797,7.4302673,1.8744584,23.56219,19.666025,1.1466111,2.6202333,1.546061,1.4676453,1.3119731,1.0416802,2.631593,1.0604501,1.9628292,12.420567,1.039524,5.3740067,1.0617195,1.951283,1.1411653,2.0854778,1.2390156,1.8622633,0.9990769,2.546986,7.729364,11.623258,15.832611,11.370739,2.2627778,1.0621638,1.4499453,3.4746792,1.0212268,2.388101,2.5359685,1.1675545,1.0462565,5.271983,2.3618906,1.0108142,3.0457783,1.268967,4.5526524,1.8275868,1.6048198,1.7477145,2.0249088,2.252559,2.1635005,2.3859844,2.731596,3.833886,6.781568,77.02181,2.5797637,4.2041926,0.9971226,1.4066671,1.1205618,1.0067419,15.484699,3.5623608,1.5366408,0.9938168,3.8527336,0.999455,11.556485,109.681435,6.084108,2.9039307,2.5881212,0.9872908,3.1938918,0.9854307,1.2407688,1.1001652,1.0361675,0.97139484,2.010501,1.3772678,2.2073193,0.9997286,1.1304508,2.7381191,2.0555794,61.46866,78.93363,7.439232,2.3921177,5.0143094,5.1451735,0.9087968,15.601589,3.1549957,3.6873643,24.124605,1.6096172,0.9451657,6.819343,2.9811146,1.3502216,4.2029147,2.270527,3.14346,2.5549521,1.8680612,8.349752,5.172356,5.1893573,1.8397808,3.7896035,1.0652765,7.5789666,18.617804,4.946858,3.398246,1.5799814,1.4814491,1.9512638,135.88637,44.804974,111.18453,53.526287,91.80369,90.92374,87.454,574.66547,105.30545,81.35418,116.83651,32.93999,111.77714
TEST_03+5일,5.860737,69.4592,4.404073,1.5937015,1.0046883,23.60904,4.7387395,1.0093652,1.8145052,0.9894953,1.2016187,3.080229,12.970249,1.6023884,62.159603,1.0901091,1.3170654,57.98022,27.741385,2.6292908,1.0440832,2.7663171,48.954403,30.879446,23.244371,45.89685,12.7096815,4.798507,4.714578,3.7939274,1.621318,1.3043867,1.6629663,3.511508,33.67281,8.213324,2.0203514,25.142721,20.493076,1.2468841,3.3619354,1.5248814,1.4113461,1.4005243,1.0552894,2.942232,1.0758462,2.1268861,14.294936,1.057274,6.188431,1.0793891,1.9461794,1.2103664,2.2494962,1.2864131,2.0453928,1.0179418,2.8160117,7.8350053,12.054489,17.372873,12.200513,2.3181615,1.0760831,1.5603174,3.7614813,1.0327083,2.5175514,2.9591768,1.1830522,1.0471069,5.7392554,2.663647,1.0235786,3.2171633,1.2898837,4.7079487,1.923479,1.6637039,1.8385645,2.1312892,2.316764,2.184557,2.5573628,3.0633671,3.9230957,7.0435824,89.74045,2.7532654,4.7143917,1.0013534,1.5150805,1.1240177,1.0186535,14.821084,3.807721,1.8468971,1.0027763,3.9146926,1.0031099,13.64679,110.71476,6.157022,3.3022034,3.1009061,1.0465025,3.6733606,0.9963189,1.4302756,1.1400303,1.0400157,0.9816963,2.439663,1.4399842,2.4559996,1.0213181,1.1713043,2.6656978,2.3461637,73.13432,96.555336,7.7749424,2.7093906,5.1473794,6.0685134,0.9136321,15.839465,3.6106873,4.352453,24.824198,1.5275093,0.96623963,8.192989,2.997359,1.3729367,4.448564,2.3185806,3.1775217,2.7238367,2.0466816,8.662801,5.554789,5.217207,2.152561,4.1864953,1.1212031,8.201683,20.198631,5.4078584,3.750171,1.7342062,1.648213,2.0867178,137.84395,45.993317,113.42637,55.21082,96.55491,94.393166,92.48989,598.9178,109.512184,86.534515,124.0111,35.68271,115.07214
TEST_03+6일,7.3389664,59.830627,6.5950913,2.6351604,1.103404,17.153189,6.1308484,1.0096858,2.215795,1.0177848,1.5911541,4.145929,24.878061,1.7873002,47.10118,1.1770912,1.6782206,46.404408,20.103,3.1339633,1.1538273,3.3681762,44.299084,37.896786,24.31588,75.51125,13.110988,5.2214084,5.145838,4.957849,2.449837,2.0673163,2.273396,3.7476492,41.900658,9.735526,2.514366,34.077267,21.498543,1.3993737,4.136295,1.208743,1.2140301,2.6160457,1.0352472,3.9987018,1.0451866,2.8889897,15.459515,1.2000164,7.364195,1.0316998,2.7653673,1.4733759,2.5088007,1.410789,2.2150204,1.0646532,5.350473,8.168863,13.444577,17.948324,13.046224,2.6919622,1.1102599,1.9830858,4.180224,1.0339063,2.7047844,3.941692,1.3098179,1.0321416,6.916799,3.04449,1.0343083,3.447221,1.3353161,5.511728,2.3244908,2.0506456,2.268883,2.3363261,2.6610038,2.7093747,2.744654,3.463958,4.3498206,7.450386,102.60562,3.4296591,8.890449,1.0251426,2.0189052,1.0949711,1.0161599,31.39029,6.309147,2.3655088,1.145831,4.4633794,1.0218848,11.563195,129.05069,10.122331,4.826487,4.1479697,1.3475552,4.631829,1.0830127,2.1659353,1.3953997,1.1816131,1.0113503,3.238409,1.765615,2.9757597,1.2455394,1.3967613,3.6461637,3.0757782,98.923836,107.83535,9.071636,4.0609856,6.2677383,10.0103445,1.0283018,18.154013,5.4876304,6.2947884,26.138718,2.8955886,0.9495012,13.591962,4.904023,1.515378,5.474151,2.7217515,4.5179114,3.9109814,3.1116154,11.335068,6.7763724,5.721386,2.9124887,5.649215,1.4724083,8.661096,23.342794,7.124334,4.139521,2.5971422,2.228533,2.3126085,137.83888,46.42982,114.48263,55.87797,94.55417,93.0469,92.836235,639.0476,109.22293,79.31903,123.61545,34.581844,115.35196
TEST_03+7일,9.790572,46.78481,10.222669,6.4361835,2.0687563,14.000318,5.6206803,1.4111243,3.088892,1.4289017,2.1314368,4.978247,35.29776,2.9042213,35.586185,1.6038309,2.4055247,32.51769,14.6063795,3.6731794,1.5625788,3.5681858,31.085245,26.959665,25.752205,39.387226,15.240155,6.9735794,6.990603,6.6943736,3.5427468,2.7812912,2.6456816,5.3748646,56.962543,11.598777,3.2183478,45.42569,26.36213,1.9098564,4.7424083,1.0045518,1.6328732,3.5807302,1.1222619,4.8367534,1.1549052,3.9481838,20.62085,2.3269813,8.408515,1.2117285,4.976694,2.3296623,3.0343952,1.6454178,2.3094661,1.5592593,10.967387,12.345867,19.88194,18.946135,17.313278,3.5985787,1.7625211,2.5670807,4.736677,1.0691814,3.4888718,4.929848,1.8369756,1.12106,7.60473,3.570678,1.3134104,3.7146895,1.7534901,6.5074105,3.3206425,2.3698997,2.7624528,3.0713348,3.4288437,3.7300599,2.9844496,4.16239,4.7265434,8.653802,46.641632,5.4295673,12.324928,1.7767153,2.8630707,1.2467037,1.1828536,8.602238,10.276784,3.1438882,2.1065938,9.136742,1.5950748,159.89272,55.181335,26.256231,6.7602367,6.1616254,2.9100027,6.1462936,2.1233187,2.7762983,2.400233,1.8467332,1.8911815,3.7912483,2.5156276,3.9723523,2.7420852,2.4624915,7.55851,6.357558,48.73051,67.29577,13.379134,8.753134,10.348046,17.224249,1.6826464,29.124338,10.66281,11.847951,32.818523,8.379772,1.5650834,22.554337,11.325267,2.394109,8.240337,3.846814,9.664261,7.4618316,6.7707114,15.3757105,19.75155,12.314667,5.9037557,15.835449,4.482245,13.786415,43.30437,18.482813,8.112787,7.9388013,7.0481772,6.1657863,148.1026,57.547474,127.41811,64.62115,99.44834,104.28482,99.47001,682.6723,121.544395,78.31936,132.08089,37.292988,139.02112
TEST_04+1일,5.4978194,48.348286,7.3565583,3.0771334,1.000333,8.294239,2.352749,0.9784878,1.7161824,0.93859726,1.057186,1.537125,13.163765,1.5975443,27.801086,1.0414594,1.2585939,32.22385,11.822377,1.966371,0.95546675,1.804821,46.932144,24.156809,21.85145,34.286686,7.7694573,3.351097,3.0977905,3.5621872,1.9882854,1.5920717,1.361352,4.4913764,24.766108,3.7240455,2.1217122,21.953323,9.801475,1.2285674,2.37279,1.196066,1.0787491,1.5201985,0.93455976,2.4383347,0.943448,1.6890458,8.615769,1.0654689,5.8878903,0.9577343,2.7652886,1.1439393,1.7998282,1.2403773,1.7727412,1.1480418,5.3464885,4.9844546,7.8336654,7.2222233,7.9348016,2.4504747,1.2625047,1.502834,3.4537523,1.006312,2.2002456,3.0827105,1.1524246,1.0197811,3.7566745,2.0411575,1.0832216,2.3135233,1.2019737,4.006641,1.2851905,1.4400576,1.4178901,2.1417701,1.5829158,2.4219427,3.0198956,1.9380163,3.6713874,4.037992,43.17453,2.9175909,7.2111,1.0810055,1.826198,1.0921355,0.98080236,16.36133,6.148276,1.7618543,1.031331,4.5490456,1.0542328,161.07481,28.076605,21.997454,4.093079,4.2918234,1.2443386,2.076216,1.1106201,1.9771873,1.5262189,1.1321404,0.9965873,2.7635057,2.2737825,3.0438871,1.0606581,1.2572637,5.151802,2.517275,60.92439,83.28701,9.090177,3.47721,5.4864554,5.603082,1.3332361,13.206916,3.7794685,4.04507,11.436996,5.838927,1.3139178,5.903908,5.7242794,1.4594946,4.874809,2.7015028,4.7135653,3.6763315,2.9581127,5.143149,3.3955524,3.4988124,4.011349,9.595716,1.488286,4.254112,12.697212,6.9989905,2.368605,2.3011158,4.2644563,5.1133714,7.3499546,3.0986493,5.9429564,2.3080554,8.0049715,4.6055846,3.3085926,24.899405,3.9561517,9.630837,4.922302,2.052239,4.3465734
TEST_04+2일,3.4909458,76.16671,1.9772278,1.5580076,0.97372484,9.973434,2.1433592,1.0047002,1.5547881,0.958282,1.0028005,1.4266838,6.7832584,1.4690456,44.450745,1.0537286,1.0658846,48.439983,15.481648,1.8853936,1.0031377,1.7671765,39.496845,25.696146,18.27143,76.375916,5.4161754,2.0288823,1.8121215,1.6662374,1.2243832,1.1862583,1.2305316,3.147915,9.659428,2.2878592,1.3045567,9.229963,5.435904,1.086171,2.1638002,1.5091015,1.3188586,0.98044014,1.0119826,1.6043488,1.0103449,1.1636056,5.434255,1.0266556,4.911535,1.0379677,1.7525598,1.122296,1.5609864,1.1985211,1.716434,1.0284946,1.5224142,3.2900114,3.9214814,4.197367,4.372992,1.5045601,1.0017104,1.0741059,1.8104736,1.0047054,1.4540981,2.491977,1.0489395,1.0149165,1.7501794,1.6833299,1.0295984,1.6212717,1.1094781,2.2711923,1.0090798,1.161171,1.1830034,1.8147631,1.2435228,1.6066288,2.2672563,1.3053411,2.7503586,2.2638445,80.91522,1.6604633,3.5963762,1.0357491,1.4197572,1.135222,1.021859,7.5614295,3.5976982,1.114176,1.0159978,3.2660158,1.0393687,11.2606,60.960682,10.017734,2.14699,3.2686508,1.0356207,1.1580073,1.0231061,1.2677523,1.247931,1.0445586,0.98104733,1.8926868,1.9535103,1.9716777,0.99413013,1.1024312,2.3178542,2.1740236,55.665043,131.98726,4.3533483,2.873532,2.1042306,5.631437,1.1200255,4.1785398,2.617771,4.318979,4.773557,2.113451,1.1431595,6.1928496,1.701157,1.25343,1.8185982,1.7837199,1.76133,3.032429,2.0968523,1.9858841,2.5309842,2.5190632,3.8273087,6.782125,1.1556566,2.5838108,9.281249,5.58561,1.8209087,1.5217724,3.0808964,3.5401738,4.993945,2.4331,4.0842204,1.7180737,5.7145705,3.1474285,2.2688878,19.289877,2.8444564,7.488852,3.6250546,1.5681568,2.595308
TEST_04+3일,3.879689,59.70583,1.761881,1.4343985,0.985939,12.794823,2.110982,1.0162319,1.627019,0.98299646,1.0125073,1.3103231,5.743528,1.4837661,41.983917,1.071999,1.0771201,45.854176,17.582136,1.9218899,1.0273908,1.8154235,34.10281,26.97067,21.234648,46.00653,4.4589562,2.0318048,1.528788,1.5651126,1.334106,1.2193568,1.3584204,2.8918707,7.1202035,2.1459951,1.4322106,7.410568,4.460274,1.1034209,2.5420458,1.6317497,1.4143596,1.0204862,1.0241717,1.757239,1.0395409,1.1668817,4.861573,1.0217682,5.315988,1.0756639,1.8161017,1.1135325,1.6924843,1.2299371,1.7811823,1.014673,1.3584346,2.7402513,3.1957614,4.210935,3.6039772,1.5366664,1.0252179,1.0593989,1.8443369,1.0128926,1.5064713,2.7666404,1.0142456,1.0029196,2.0463483,1.745317,1.0315948,1.5105215,1.1193637,2.5067377,1.0032631,1.1491232,1.178512,1.9030424,1.2226722,1.7564363,2.3723564,1.2836624,2.8869274,2.3907554,66.959175,1.4176388,3.0393906,1.025591,1.269554,1.1320075,1.0290499,6.8870735,3.1530447,1.083644,1.0033883,1.5667413,1.0336598,4.988626,28.7833,3.398412,1.8398193,3.270003,0.9928808,1.1399978,1.0078397,1.2003664,1.1645697,1.0151507,0.9881366,1.8771667,1.827515,1.7800332,1.0207767,1.0994762,2.3274443,2.4400518,108.86503,124.9125,4.5360494,2.9828255,2.5807354,6.273046,1.06817,4.345998,2.9119492,5.3416467,5.2432475,1.9038533,1.1613256,7.6840873,1.8993082,1.2490442,2.4108295,1.8425099,2.0591037,3.2650445,2.315137,1.9418484,2.2109482,2.2224915,3.3210964,4.5514913,1.0905758,2.4300146,6.777136,3.0458748,1.7617172,1.2593621,2.6462917,2.8777313,4.078939,2.1580017,3.46062,1.558527,4.8172665,2.6144466,2.0032012,16.384977,2.643811,6.0192046,3.7277234,1.7026266,2.2747452
TEST_04+4일,3.8003845,72.45872,1.766148,1.3298689,0.9767628,10.988106,2.144863,1.0200194,1.5864447,0.98944646,1.0015978,1.3231149,6.42333,1.4542211,41.19957,1.0714523,1.0720925,43.33173,16.325968,1.9222637,1.0345467,1.8714466,42.31203,28.643377,22.200087,69.50602,3.965264,1.9113578,1.3101776,1.7567381,1.2508888,1.1722107,1.3640648,2.7539499,8.2150345,2.1017754,1.4768432,8.300801,4.0009284,1.1036732,2.5159647,1.6324453,1.396143,1.0261997,1.0281411,1.7218345,1.0479649,1.1898929,4.7088795,1.003982,5.1623893,1.0772854,1.776042,1.10674,1.7187176,1.2232102,1.7816974,1.007396,1.3291408,2.472583,3.0093527,4.0317826,3.5420322,1.4958324,1.030494,1.0482608,1.8395405,1.0255284,1.4273738,2.901763,0.9994383,1.0070134,1.9101943,1.734983,1.0350095,1.4249731,1.1172316,2.3292956,0.99045724,1.1208407,1.1522242,1.9166002,1.2046732,1.7522006,2.2493882,1.2380271,2.746641,2.3187857,69.603676,1.3425416,3.1722755,1.0099832,1.2876502,1.1094421,1.019964,7.7228885,3.043049,1.1046929,1.0019275,1.5384535,1.0119113,3.7515676,29.931784,2.987709,1.7607188,3.2650497,0.9797891,1.1004385,0.9873295,1.1434937,1.1388046,0.9848442,0.9886679,1.8883066,1.7231398,1.6029667,1.0158104,1.0799217,2.3506074,2.6620107,85.66364,121.714226,4.372008,3.19476,2.4137757,6.5293603,1.0111042,4.391227,3.2605455,5.827578,5.221983,1.8833114,1.12078,8.328111,2.0021856,1.1927152,2.6179273,1.8833362,1.9791727,3.2810094,2.3967273,1.9180661,2.100878,2.1683717,2.9037552,3.9728262,1.0384197,2.4763253,6.911447,3.0900662,1.7530261,1.2290224,2.352781,2.7687156,3.513505,1.9819411,3.136529,1.4793683,4.0881934,2.3358104,1.7870592,13.876572,2.6674538,5.0979886,3.582709,1.7670826,2.2789402
TEST_04+5일,4.6526146,88.747765,2.2492173,1.4754006,0.9740004,17.55181,2.7925308,1.018034,1.7415367,0.9982427,1.0719529,1.7258161,10.780346,1.6098181,60.51051,1.0875546,1.1462663,63.347775,25.044573,2.2402484,1.0363966,2.07504,40.33691,30.782663,22.709536,91.62244,3.914336,2.233242,1.403643,2.2199404,1.5437574,1.3625475,1.5651793,2.8035748,8.707364,2.333103,1.706983,8.769311,4.2082057,1.18184,3.2368336,1.5949553,1.3468962,1.0938677,1.0418143,1.8062739,1.0640508,1.3144749,5.167424,1.0176383,6.0287304,1.0890143,1.8027645,1.1115686,1.8277625,1.2730027,1.9265876,1.0291291,1.4342575,2.4707365,3.1526546,4.3962407,3.9305618,1.5133475,1.0428146,1.0621291,1.9187022,1.026177,1.5051545,3.445174,1.0135599,1.015666,2.0679061,1.8728048,1.0418795,1.4711412,1.1369032,2.4077275,0.9981985,1.1307127,1.1658059,1.9936098,1.240161,1.8760613,2.3395615,1.4226669,2.9293585,2.3185332,79.82152,1.426629,3.861369,1.0142788,1.3487889,1.1110071,1.0376697,7.8658376,3.463456,1.2113196,0.9898856,1.8005081,1.0062507,5.5688477,30.27056,3.2906053,2.2580884,3.7898743,1.0343229,1.1739058,0.9996753,1.2174505,1.1853977,0.97969157,0.9938294,2.1791654,1.8233596,1.8732786,1.0117954,1.127434,2.7113426,3.1981862,61.306515,138.73558,5.2875257,3.7140923,2.7734146,7.708368,1.0490189,5.0994306,3.8868315,6.882771,5.8238106,2.0583367,1.1534113,9.97598,2.2340412,1.24295,2.6942005,2.0104306,2.1608145,3.7501457,2.7444913,2.176315,2.357476,2.4602776,3.4451697,5.1599383,1.0408635,2.9226673,8.61768,3.491187,1.9785,1.3531686,2.6362696,3.014759,3.6372545,2.1392562,3.3930893,1.6642233,3.9217207,2.4284923,1.8667346,15.17068,3.1935844,5.6009502,4.3427706,2.2404048,2.7153418
TEST_04+6일,6.9853477,74.354866,6.2753925,2.935066,1.05946,15.131447,3.7891967,1.0017028,2.5474567,1.0178541,1.4250475,2.5909643,16.546766,1.8568283,48.167175,1.1438528,1.5504705,52.597805,20.33848,2.683952,1.0579995,2.3406208,49.05661,29.198587,25.890192,103.5205,4.6014733,2.9400036,1.9836541,4.056395,2.423879,1.9738508,2.1492956,3.1936538,21.100723,3.235178,2.3370037,20.402018,5.7045746,1.4511827,3.9965584,1.261136,1.136282,1.834983,1.0215837,3.250705,1.0414697,2.0660796,6.9879856,1.0640436,6.790505,1.0165849,2.4312418,1.2048849,2.0311692,1.4335018,2.1575472,1.1542721,3.7734492,2.6929626,4.066125,6.4089875,4.687275,2.0483315,1.1530153,1.2122986,2.7245538,1.0079378,1.868384,4.503902,1.0184695,1.0181354,3.1550448,2.1607413,1.0323272,1.8344518,1.1669846,3.1362436,1.1138029,1.2366575,1.3295217,2.1507652,1.5924057,2.298098,2.6798112,1.6434852,3.3483388,3.068761,79.67564,2.3632743,8.123003,1.0456444,1.8749518,1.0811278,1.0237842,18.242403,6.342962,2.0075288,1.0005699,3.0400894,0.99885887,10.970189,41.425358,5.7611656,4.371555,5.619352,1.7400455,2.1568272,1.0973511,1.943998,1.5308113,1.0521069,1.0379578,2.931553,2.111409,2.5918515,1.035193,1.3671862,3.8899364,4.542593,168.72647,151.8217,6.6503596,5.6665215,4.365965,12.5456085,1.2679266,8.192257,7.203823,12.034234,8.879001,3.670656,1.1618446,16.618624,4.425591,1.4830894,4.301699,2.4268181,3.673702,5.566911,4.3171477,4.3693347,3.4793103,4.106938,5.2872796,11.021652,1.3494841,4.2297015,20.931894,10.386365,2.475441,2.4540508,3.8287456,4.7095523,5.035059,2.7857168,4.6793265,2.145255,4.3057466,3.2692566,2.4588761,19.128635,5.4437623,7.126553,6.78154,4.488413,4.8881106
